,accelX,accelY,accelZ
0,-0.65234375,0.02978515625,-0.0849609375
1,-0.6044921875,0.05859375,-0.06201171875
2,-0.630859375,0.104248046875,-0.03271484375
3,-0.57080078125,0.1005859375,-0.02978515625
4,-0.59423828125,0.09912109375,-0.03173828125
5,-0.595458984375,0.086669921875,-0.046875
6,-0.647216796875,0.080322265625,-0.05224609375
7,-0.73681640625,0.102783203125,-0.07275390625
8,-0.8837890625,0.122314453125,-0.091796875
9,-1.04296875,0.158935546875,-0.1044921875
10,-1.22705078125,0.20458984375,-0.1162109375
11,-1.083251953125,0.158935546875,-0.13916015625
12,-1.031982421875,0.11474609375,-0.125244140625
13,-1.47119140625,0.2490234375,-0.104736328125
14,-1.5625,0.24169921875,-0.076171875
15,-1.193359375,0.1357421875,-0.031982421875
16,-1.2646484375,0.07373046875,0.034912109375
17,-1.068115234375,-0.092529296875,0.12451171875
18,-0.94580078125,-0.235595703125,0.19775390625
19,-1.030029296875,-0.16015625,0.237548828125
20,-1.089599609375,-0.109619140625,0.241455078125
21,-0.978271484375,-0.127197265625,0.221435546875
22,-0.983642578125,-0.015380859375,0.19189453125
23,-0.9384765625,0.052734375,0.1435546875
24,-0.848876953125,0.06884765625,0.113037109375
25,-0.788818359375,0.09765625,0.078125
26,-0.79736328125,0.117431640625,0.034912109375
27,-0.72021484375,0.128173828125,0.01611328125
28,-0.689453125,0.1552734375,-0.023193359375
29,-0.698974609375,0.17724609375,-0.0556640625
30,-0.722900390625,0.195556640625,-0.054443359375
31,-0.73876953125,0.205810546875,-0.069091796875
32,-0.724609375,0.208984375,-0.06591796875
33,-0.746337890625,0.238525390625,-0.063232421875
34,-0.761474609375,0.239501953125,-0.053955078125
35,-0.73193359375,0.233642578125,-0.02587890625
36,-0.768798828125,0.24365234375,0.0078125
37,-0.7158203125,0.242431640625,-0.00927734375
38,-0.864013671875,0.248046875,-0.014404296875
39,-1.02783203125,0.27392578125,-0.013427734375
40,-1.033447265625,0.2861328125,-0.02294921875
41,-1.094482421875,0.292724609375,-0.034423828125
42,-1.020751953125,0.270263671875,-0.060302734375
43,-1.103515625,0.322998046875,-0.119384765625
44,-1.488525390625,0.47021484375,-0.154052734375
45,-1.2001953125,0.40087890625,-0.20654296875
46,-0.91650390625,0.29833984375,-0.267578125
47,-1.00341796875,0.2099609375,-0.361572265625
48,-0.95849609375,0.08251953125,-0.417724609375
49,-0.99755859375,0.01904296875,-0.45654296875
50,-1.11767578125,0.001953125,-0.490478515625
51,-1.118408203125,-0.03466796875,-0.5087890625
52,-1.126220703125,-0.03564453125,-0.49462890625
53,-1.128173828125,-0.013427734375,-0.47021484375
54,-1.064453125,-0.002685546875,-0.441650390625
55,-0.9892578125,0.0205078125,-0.40283203125
56,-0.915771484375,0.0400390625,-0.355224609375
57,-0.86767578125,0.056396484375,-0.302001953125
58,-0.790771484375,0.05322265625,-0.246826171875
59,-0.687255859375,0.0458984375,-0.1904296875
60,-0.637451171875,0.054443359375,-0.152099609375
